track_id,track_name,artist,genre,danceability,energy,loudness,tempo,valence,duration_ms,popularity,streams,country,subscription_plan,payment_method,revenue_usd
2480,Song_2480,Artist_42,Rock,0.499,0.333,-20.54,98.65,0.291,154111,21,1135214,Germany,Free,Apple Pay,0.0
2481,Song_2481,Artist_118,Classical,0.635,0.229,-15.58,119.85,0.359,181065,1,917098,UK,Free,Debit Card,0.0
2482,Song_2482,Artist_125,Rock,0.911,0.345,-9.69,127.84,0.229,242378,27,982028,Japan,Free,Apple Pay,0.0
2483,Song_2483,Artist_167,Indie,0.252,0.797,-13.18,156.17,0.506,201798,51,1253098,Brazil,Free,Google Pay,0.0
2484,Song_2484,Artist_169,Classical,0.581,0.516,-24.59,168.3,0.809,286763,11,1874297,Japan,Free,Apple Pay,0.0
2485,Song_2485,Artist_24,Electronic,0.447,0.881,-4.02,163.3,0.525,228732,14,1296346,Spain,Free,Google Pay,0.0
2486,Song_2486,Artist_188,Hip-Hop,0.581,0.609,-6.41,107.82,0.161,298269,92,1388131,India,Premium,Credit Card,8.0
2487,Song_2487,Artist_46,Country,0.218,0.217,-19.27,199.92,0.277,172404,55,918929,India,Premium,Apple Pay,9.22
2488,Song_2488,Artist_19,Electronic,0.435,0.759,-11.44,178.81,0.557,180736,27,949104,France,Premium,Google Pay,8.22
2489,Song_2489,Artist_68,R&B,0.815,0.286,-4.69,96.4,0.575,245210,22,766880,Japan,Premium,Debit Card,9.09
2490,Song_2490,Artist_102,Latin,0.615,0.816,-22.89,87.31,0.569,143942,21,343423,UK,Free,Debit Card,0.0
2491,Song_2491,Artist_42,Hip-Hop,0.538,0.331,-13.93,103.96,0.119,270073,24,466670,Australia,Free,PayPal,0.0
2492,Song_2492,Artist_32,Electronic,0.414,0.469,-14.96,123.33,0.728,148696,19,401224,France,Premium,Apple Pay,8.24
2493,Song_2493,Artist_167,Jazz,0.424,0.794,-15.98,179.11,0.868,142319,24,828608,Australia,Premium,Credit Card,10.21
2494,Song_2494,Artist_109,Rock,0.487,0.944,-6.62,168.97,0.509,157123,26,105617,Japan,Free,PayPal,0.0
2495,Song_2495,Artist_36,R&B,0.827,0.49,-16.63,179.17,0.697,302237,25,534089,Canada,Premium,Apple Pay,6.93
2496,Song_2496,Artist_97,Jazz,0.925,0.847,-23.6,98.07,0.873,269383,45,931149,Brazil,Premium,Debit Card,11.93
2497,Song_2497,Artist_164,Hip-Hop,0.529,0.349,-23.55,143.08,0.628,278192,29,1541281,Germany,Premium,Credit Card,9.89
2498,Song_2498,Artist_131,Rock,0.495,0.83,-24.06,99.65,0.657,142642,74,26300,Australia,Free,Debit Card,0.0
2499,Song_2499,Artist_73,R&B,0.835,0.713,-16.0,75.26,0.699,190083,11,1455949,UK,Premium,Apple Pay,3.88
2500,Song_2500,Artist_136,Latin,0.52,0.35,-9.2,155.79,0.284,280443,24,141087,Canada,Premium,Credit Card,6.23
2501,Song_2501,Artist_97,Hip-Hop,0.614,0.436,-20.52,80.02,0.574,225219,24,846543,Japan,Free,Credit Card,0.0
2502,Song_2502,Artist_123,R&B,0.373,0.303,-10.78,153.48,0.808,205639,12,1649569,Canada,Premium,PayPal,11.29
2503,Song_2503,Artist_70,Electronic,0.758,0.499,-9.88,150.72,0.317,316316,7,1196921,Brazil,Free,Credit Card,0.0
2504,Song_2504,Artist_169,R&B,0.599,0.359,-19.39,173.43,0.857,195279,40,1160846,UK,Free,Apple Pay,0.0
2505,Song_2505,Artist_196,Hip-Hop,0.807,0.702,-11.79,79.54,0.608,285522,81,29465,Brazil,Premium,Google Pay,11.08
2506,Song_2506,Artist_13,Indie,0.786,0.976,-9.93,169.69,0.431,232033,99,1525896,India,Premium,Google Pay,8.46
2507,Song_2507,Artist_49,Electronic,0.361,0.209,-14.73,199.9,0.611,143407,70,324867,France,Premium,Credit Card,3.06
2508,Song_2508,Artist_60,Jazz,0.737,0.622,-17.59,179.15,0.412,124445,76,287903,France,Premium,Google Pay,8.0
2509,Song_2509,Artist_130,Hip-Hop,0.8,0.647,-11.38,165.25,0.804,233443,79,1266176,Australia,Premium,Apple Pay,10.22
2510,Song_2510,Artist_188,Indie,0.46,0.913,-3.49,152.7,0.484,282168,96,998517,Japan,Premium,PayPal,5.83
2511,Song_2511,Artist_5,Pop,0.329,0.595,-15.61,119.05,0.861,237606,23,1020574,Spain,Premium,Debit Card,11.35
2512,Song_2512,Artist_172,Latin,0.202,0.624,-16.38,162.27,0.509,236801,71,1649211,USA,Free,Debit Card,0.0
2513,Song_2513,Artist_27,Indie,0.538,0.568,-14.79,161.38,0.644,252214,38,824526,Germany,Premium,Apple Pay,7.94
2514,Song_2514,Artist_160,Pop,0.464,0.41,-23.32,148.41,0.948,169897,31,549307,Canada,Free,PayPal,0.0
2515,Song_2515,Artist_149,Country,0.616,0.244,-12.83,171.48,0.182,316557,29,1786734,France,Premium,Apple Pay,8.9
2516,Song_2516,Artist_8,Rock,0.341,0.519,-17.77,122.83,0.713,208071,44,1576299,Brazil,Premium,Credit Card,8.1
2517,Song_2517,Artist_200,Indie,0.845,0.241,-22.33,76.98,0.175,187266,28,1181382,Canada,Free,PayPal,0.0
2518,Song_2518,Artist_50,Classical,0.393,0.629,-14.74,138.27,0.805,314274,76,164997,USA,Premium,Google Pay,5.44
2519,Song_2519,Artist_67,Latin,0.37,0.44,-24.93,97.11,0.587,181466,91,1763621,Brazil,Premium,Credit Card,4.82
2520,Song_2520,Artist_44,Indie,0.561,0.616,-16.16,113.82,0.894,255195,68,1022112,UK,Free,Google Pay,0.0
2521,Song_2521,Artist_125,Pop,0.574,0.305,-22.67,62.44,0.829,319838,21,381324,UK,Free,Credit Card,0.0
2522,Song_2522,Artist_58,Classical,0.361,0.927,-24.47,113.59,0.117,138898,9,512158,USA,Free,Credit Card,0.0
2523,Song_2523,Artist_3,Latin,0.404,0.898,-6.86,173.23,0.174,236457,49,1754082,Japan,Free,Credit Card,0.0
2524,Song_2524,Artist_86,Classical,0.327,0.348,-4.84,135.98,0.591,292139,98,361439,Spain,Premium,Credit Card,4.13
2525,Song_2525,Artist_70,Electronic,0.739,0.468,-20.43,61.37,0.516,165946,37,1319484,Germany,Free,PayPal,0.0
2526,Song_2526,Artist_130,Pop,0.778,0.679,-13.14,125.78,0.202,237174,21,392744,Germany,Premium,PayPal,7.29
2527,Song_2527,Artist_172,R&B,0.547,0.275,-18.88,100.8,0.166,194504,60,1329179,Spain,Free,Credit Card,0.0
2528,Song_2528,Artist_2,Electronic,0.736,0.477,-14.14,126.86,0.558,313501,23,1644522,Brazil,Free,Apple Pay,0.0
2529,Song_2529,Artist_102,Latin,0.752,0.396,-15.39,116.66,0.094,259064,88,900148,Germany,Free,Credit Card,0.0
2530,Song_2530,Artist_35,Latin,0.304,0.914,-19.08,190.48,0.836,241132,10,31342,France,Free,Credit Card,0.0
2531,Song_2531,Artist_98,Hip-Hop,0.925,0.865,-9.59,65.76,0.776,175173,70,1223469,Brazil,Premium,Apple Pay,4.85
2532,Song_2532,Artist_30,Pop,0.816,0.652,-22.22,155.7,0.757,130125,21,173030,Australia,Premium,Apple Pay,11.21
2533,Song_2533,Artist_116,Country,0.353,0.606,-23.83,179.14,0.064,273502,29,847405,India,Premium,Credit Card,10.72
2534,Song_2534,Artist_8,Country,0.34,0.926,-8.11,194.29,0.093,194165,59,320137,Australia,Premium,Debit Card,11.05
2535,Song_2535,Artist_150,Latin,0.294,0.927,-10.35,84.87,0.545,129226,40,548423,Canada,Premium,Debit Card,11.25
2536,Song_2536,Artist_44,Country,0.304,0.956,-14.03,134.38,0.945,268292,21,382967,Spain,Free,Apple Pay,0.0
2537,Song_2537,Artist_186,Rock,0.761,0.298,-14.71,66.1,0.358,124702,86,711885,Canada,Free,Credit Card,0.0
2538,Song_2538,Artist_36,Hip-Hop,0.552,0.325,-14.06,129.89,0.36,251713,99,644975,Germany,Free,Google Pay,0.0
2539,Song_2539,Artist_197,Latin,0.787,0.728,-15.39,77.56,0.171,155942,63,1642364,UK,Free,Google Pay,0.0
2540,Song_2540,Artist_77,Country,0.76,0.622,-16.36,177.31,0.657,242341,46,1271648,India,Free,Credit Card,0.0
2541,Song_2541,Artist_31,Pop,0.653,0.214,-14.01,75.94,0.632,306477,5,80114,France,Free,Credit Card,0.0
2542,Song_2542,Artist_47,Indie,0.715,0.248,-13.37,131.86,0.141,123875,15,1227033,Japan,Premium,Credit Card,9.43
2543,Song_2543,Artist_55,R&B,0.214,0.893,-9.78,132.95,0.471,292674,83,615230,Brazil,Premium,Google Pay,8.59
2544,Song_2544,Artist_106,Electronic,0.434,0.878,-9.35,196.03,0.65,316394,80,301037,France,Premium,Google Pay,7.98
2545,Song_2545,Artist_190,Electronic,0.678,0.479,-16.69,151.7,0.494,250140,40,1247317,France,Premium,Apple Pay,11.72
2546,Song_2546,Artist_158,Rock,0.207,0.895,-15.9,100.3,0.657,319456,87,1741942,Canada,Premium,PayPal,11.43
2547,Song_2547,Artist_121,Classical,0.225,0.663,-16.78,93.71,0.785,267149,4,1579650,UK,Free,Apple Pay,0.0
2548,Song_2548,Artist_55,Pop,0.839,0.829,-13.2,77.95,0.667,245797,85,1078454,Brazil,Free,Apple Pay,0.0
2549,Song_2549,Artist_144,Classical,0.713,0.533,-15.03,165.91,0.605,254684,24,1760660,Japan,Free,Debit Card,0.0
2550,Song_2550,Artist_12,Hip-Hop,0.399,0.288,-5.43,156.71,0.818,192598,42,631949,Canada,Premium,Apple Pay,9.72
2551,Song_2551,Artist_145,R&B,0.716,0.538,-9.68,145.38,0.861,309264,26,212203,Australia,Free,Apple Pay,0.0
2552,Song_2552,Artist_144,Hip-Hop,0.794,0.557,-5.23,65.72,0.4,208240,66,1399733,USA,Free,Apple Pay,0.0
2553,Song_2553,Artist_140,Latin,0.43,0.63,-9.4,166.8,0.206,186998,8,602772,Japan,Free,Apple Pay,0.0
2554,Song_2554,Artist_136,Pop,0.227,0.282,-3.64,149.86,0.786,306186,73,1045873,France,Free,PayPal,0.0
2555,Song_2555,Artist_3,Latin,0.9,0.973,-11.01,194.94,0.242,290651,66,451680,Brazil,Premium,Debit Card,11.62
2556,Song_2556,Artist_144,Jazz,0.459,0.39,-3.8,142.21,0.886,279477,78,1429405,France,Premium,Google Pay,4.93
2557,Song_2557,Artist_30,Country,0.28,0.355,-21.52,102.55,0.071,197510,20,471155,India,Premium,Credit Card,11.9
2558,Song_2558,Artist_23,Electronic,0.569,0.611,-23.85,113.41,0.879,218814,66,502687,Germany,Premium,Google Pay,4.94
2559,Song_2559,Artist_92,Indie,0.776,0.619,-12.26,84.62,0.58,154924,68,498831,UK,Free,Debit Card,0.0
2560,Song_2560,Artist_115,Latin,0.366,0.543,-3.36,161.21,0.747,253991,99,233531,Canada,Free,Apple Pay,0.0
2561,Song_2561,Artist_104,Classical,0.402,0.802,-15.81,159.08,0.409,192168,55,1525132,Brazil,Premium,Google Pay,9.77
2562,Song_2562,Artist_118,Jazz,0.382,0.603,-20.34,88.09,0.943,194460,78,993961,USA,Free,Apple Pay,0.0
2563,Song_2563,Artist_5,Electronic,0.944,0.676,-13.53,82.19,0.255,314840,85,1740539,USA,Free,PayPal,0.0
2564,Song_2564,Artist_104,Latin,0.348,0.765,-10.73,70.78,0.288,163910,79,1561843,Australia,Premium,PayPal,8.19
2565,Song_2565,Artist_108,Jazz,0.632,0.22,-18.07,187.68,0.096,154005,39,199693,Australia,Premium,Debit Card,9.74
2566,Song_2566,Artist_65,Jazz,0.894,0.645,-9.28,92.63,0.896,203400,50,40837,Canada,Free,Google Pay,0.0
2567,Song_2567,Artist_121,Pop,0.31,0.89,-3.55,108.18,0.46,250634,20,286998,Spain,Premium,PayPal,4.12
2568,Song_2568,Artist_30,Hip-Hop,0.928,0.214,-5.27,99.27,0.657,130657,70,1805625,USA,Free,Debit Card,0.0
2569,Song_2569,Artist_149,Jazz,0.911,0.516,-18.59,117.91,0.669,138394,28,486105,Japan,Premium,Debit Card,4.52
2570,Song_2570,Artist_84,Rock,0.863,0.922,-17.81,159.97,0.837,192433,43,1330481,Australia,Premium,Debit Card,6.46
2571,Song_2571,Artist_198,Hip-Hop,0.361,0.475,-16.83,181.88,0.648,158397,66,1930414,UK,Premium,Google Pay,3.66
2572,Song_2572,Artist_150,Electronic,0.676,0.558,-16.32,85.56,0.556,239445,28,1101585,Australia,Free,Google Pay,0.0
2573,Song_2573,Artist_200,Electronic,0.771,0.966,-22.79,156.1,0.689,143874,98,472044,India,Premium,Debit Card,5.57
2574,Song_2574,Artist_32,Electronic,0.94,0.355,-8.24,109.36,0.726,280945,78,1575319,Canada,Free,Credit Card,0.0
2575,Song_2575,Artist_161,Electronic,0.335,0.251,-16.96,197.27,0.217,143670,73,1632196,France,Free,Google Pay,0.0
2576,Song_2576,Artist_16,Rock,0.775,0.87,-5.64,101.85,0.149,262023,23,1587546,India,Free,Google Pay,0.0
2577,Song_2577,Artist_38,Latin,0.454,0.877,-4.61,61.01,0.117,315141,35,472934,UK,Free,Credit Card,0.0
2578,Song_2578,Artist_142,R&B,0.332,0.568,-24.46,132.19,0.387,306424,22,1837898,USA,Free,Google Pay,0.0
2579,Song_2579,Artist_36,Jazz,0.516,0.601,-3.25,81.1,0.498,266840,5,179278,Brazil,Free,Google Pay,0.0
2580,Song_2580,Artist_151,Electronic,0.795,0.852,-9.38,66.23,0.604,317185,60,1174938,USA,Free,PayPal,0.0
2581,Song_2581,Artist_114,Hip-Hop,0.549,0.776,-13.55,157.76,0.912,275535,41,1833843,USA,Premium,Credit Card,10.94
2582,Song_2582,Artist_66,Hip-Hop,0.603,0.407,-16.43,162.52,0.348,198905,29,173681,Brazil,Free,PayPal,0.0
2583,Song_2583,Artist_105,Jazz,0.946,0.213,-13.59,124.5,0.735,150836,35,1895180,India,Free,Credit Card,0.0
2584,Song_2584,Artist_85,Latin,0.499,0.574,-17.86,154.76,0.528,262760,98,822628,Japan,Premium,Credit Card,3.94
2585,Song_2585,Artist_2,Indie,0.662,0.87,-11.3,135.35,0.248,137202,68,1252393,India,Free,Credit Card,0.0
2586,Song_2586,Artist_193,Indie,0.474,0.899,-22.95,148.17,0.604,127188,45,1668650,France,Free,Google Pay,0.0
2587,Song_2587,Artist_75,R&B,0.495,0.946,-11.34,143.54,0.92,173326,9,1887477,India,Free,Debit Card,0.0
2588,Song_2588,Artist_67,Latin,0.722,0.886,-18.94,153.22,0.162,265207,51,1631254,UK,Free,Apple Pay,0.0
2589,Song_2589,Artist_180,Jazz,0.903,0.652,-24.61,87.95,0.507,154657,14,425851,India,Premium,Debit Card,4.0
2590,Song_2590,Artist_190,Indie,0.607,0.547,-12.84,97.62,0.096,251630,69,390484,Germany,Free,Google Pay,0.0
2591,Song_2591,Artist_151,Indie,0.776,0.804,-12.27,121.59,0.339,303157,56,41816,Spain,Free,Google Pay,0.0
2592,Song_2592,Artist_154,Indie,0.267,0.777,-15.62,122.46,0.609,146195,91,1761435,UK,Free,Apple Pay,0.0
2593,Song_2593,Artist_196,Classical,0.358,0.62,-23.41,168.42,0.807,134443,11,248875,Canada,Free,Google Pay,0.0
2594,Song_2594,Artist_55,Rock,0.577,0.268,-5.35,111.44,0.707,315358,30,794714,Brazil,Free,Credit Card,0.0
2595,Song_2595,Artist_6,Jazz,0.215,0.922,-11.55,82.75,0.467,143215,39,1810433,Canada,Free,PayPal,0.0
2596,Song_2596,Artist_163,Country,0.39,0.555,-22.45,95.21,0.868,125949,98,82454,Brazil,Premium,PayPal,5.86
2597,Song_2597,Artist_150,Pop,0.588,0.483,-13.76,90.06,0.322,160411,24,535734,Canada,Premium,Credit Card,9.15
2598,Song_2598,Artist_171,Pop,0.211,0.691,-14.06,162.43,0.729,300293,80,17456,Germany,Premium,Debit Card,4.54
2599,Song_2599,Artist_143,Latin,0.398,0.726,-23.67,125.85,0.477,235877,58,1669354,Australia,Premium,PayPal,5.52
2600,Song_2600,Artist_86,Jazz,0.586,0.364,-11.65,159.21,0.859,188438,30,397673,Spain,Premium,Credit Card,6.18
2601,Song_2601,Artist_60,Jazz,0.63,0.853,-7.22,118.27,0.768,182521,24,248782,Japan,Free,Debit Card,0.0
2602,Song_2602,Artist_101,Pop,0.894,0.426,-8.52,184.56,0.861,271796,67,476048,France,Free,PayPal,0.0
2603,Song_2603,Artist_12,R&B,0.684,0.346,-20.53,197.69,0.243,191431,29,824285,USA,Free,Credit Card,0.0
2604,Song_2604,Artist_49,Pop,0.511,0.517,-6.03,153.78,0.651,225854,42,631180,Brazil,Free,PayPal,0.0
2605,Song_2605,Artist_42,Jazz,0.898,0.77,-17.46,180.93,0.715,142081,76,394168,France,Premium,PayPal,11.22
2606,Song_2606,Artist_166,Indie,0.789,0.953,-4.18,131.11,0.718,164732,62,1533930,Brazil,Premium,PayPal,7.71
2607,Song_2607,Artist_82,R&B,0.35,0.831,-23.42,190.85,0.504,249808,27,768496,Brazil,Free,Apple Pay,0.0
2608,Song_2608,Artist_173,Electronic,0.298,0.933,-14.3,176.42,0.06,210182,29,1799664,Brazil,Free,Debit Card,0.0
2609,Song_2609,Artist_35,Country,0.707,0.31,-11.86,198.85,0.285,207904,66,933727,Brazil,Premium,PayPal,3.68
2610,Song_2610,Artist_158,Classical,0.62,0.256,-19.55,147.23,0.341,307939,57,152952,Brazil,Free,Credit Card,0.0
2611,Song_2611,Artist_158,Rock,0.792,0.635,-8.03,169.09,0.817,211374,61,1407919,USA,Free,Apple Pay,0.0
2612,Song_2612,Artist_134,Electronic,0.754,0.426,-11.21,136.0,0.807,307971,29,1775221,Canada,Free,Google Pay,0.0
2613,Song_2613,Artist_67,Hip-Hop,0.669,0.846,-24.6,96.28,0.144,253227,57,268189,Canada,Free,Google Pay,0.0
2614,Song_2614,Artist_80,Pop,0.94,0.724,-11.62,109.67,0.905,280975,73,1345335,Australia,Premium,Debit Card,4.47
2615,Song_2615,Artist_7,Country,0.6,0.957,-14.19,185.16,0.214,280465,55,131321,Brazil,Free,Credit Card,0.0
2616,Song_2616,Artist_180,Pop,0.285,0.399,-20.69,67.83,0.423,247277,44,747967,UK,Premium,Apple Pay,10.59
2617,Song_2617,Artist_14,Pop,0.821,0.579,-3.09,142.81,0.244,297581,28,771982,France,Premium,Credit Card,11.17
2618,Song_2618,Artist_73,Electronic,0.389,0.591,-5.26,112.15,0.824,299306,37,624987,USA,Premium,Apple Pay,11.07
2619,Song_2619,Artist_143,Indie,0.783,0.387,-18.56,114.14,0.724,242606,23,1787394,Brazil,Free,Apple Pay,0.0
2620,Song_2620,Artist_149,Indie,0.918,0.66,-13.1,183.84,0.368,281173,77,880963,Brazil,Premium,Google Pay,3.85
2621,Song_2621,Artist_163,Classical,0.723,0.546,-18.04,179.54,0.664,265285,69,320558,India,Premium,Debit Card,8.94
2622,Song_2622,Artist_66,R&B,0.647,0.548,-7.94,143.84,0.216,247927,96,227785,UK,Free,Debit Card,0.0
2623,Song_2623,Artist_91,Pop,0.545,0.483,-4.53,98.21,0.394,255423,92,817858,Germany,Free,Credit Card,0.0
2624,Song_2624,Artist_130,Latin,0.473,0.213,-17.11,126.56,0.389,160236,58,801545,France,Premium,Apple Pay,11.94
2625,Song_2625,Artist_163,Indie,0.465,0.607,-7.28,117.16,0.264,133241,79,582887,Japan,Free,Apple Pay,0.0
2626,Song_2626,Artist_20,Jazz,0.677,0.461,-14.04,109.51,0.839,208987,88,852046,India,Premium,PayPal,8.17
2627,Song_2627,Artist_10,Country,0.763,0.201,-16.28,74.39,0.661,273251,32,1518714,Canada,Premium,Debit Card,10.85
2628,Song_2628,Artist_25,Latin,0.709,0.44,-4.35,136.04,0.302,211659,85,1902445,France,Free,Apple Pay,0.0
2629,Song_2629,Artist_194,Electronic,0.349,0.417,-13.77,102.26,0.268,167665,69,747141,UK,Premium,Credit Card,8.46
2630,Song_2630,Artist_25,Electronic,0.57,0.507,-14.72,152.51,0.066,181242,36,150339,India,Free,Google Pay,0.0
2631,Song_2631,Artist_54,Classical,0.794,0.303,-10.21,104.69,0.362,124455,92,205939,Spain,Free,Google Pay,0.0
2632,Song_2632,Artist_33,Classical,0.557,0.596,-19.25,120.36,0.524,160459,32,1625718,USA,Premium,Debit Card,6.65
2633,Song_2633,Artist_164,R&B,0.602,0.74,-17.85,67.33,0.3,180899,59,1125972,Australia,Premium,Debit Card,11.5
2634,Song_2634,Artist_95,Jazz,0.778,0.692,-4.49,198.96,0.68,137597,60,1698190,USA,Premium,PayPal,8.51
2635,Song_2635,Artist_14,Country,0.696,0.827,-10.07,131.07,0.421,175591,87,12110,India,Premium,Debit Card,5.02
2636,Song_2636,Artist_65,Jazz,0.507,0.553,-6.81,63.39,0.335,166209,80,1856551,Canada,Free,Apple Pay,0.0
2637,Song_2637,Artist_110,Hip-Hop,0.872,0.605,-19.04,135.77,0.895,129052,74,621217,Australia,Premium,Apple Pay,8.9
2638,Song_2638,Artist_80,Classical,0.322,0.832,-13.04,181.85,0.287,155691,93,386891,France,Free,Apple Pay,0.0
2639,Song_2639,Artist_54,R&B,0.947,0.534,-3.63,168.16,0.408,137816,27,601898,India,Free,Apple Pay,0.0
2640,Song_2640,Artist_125,Rock,0.289,0.747,-17.99,158.13,0.394,185876,99,259560,Canada,Premium,PayPal,4.42
2641,Song_2641,Artist_180,Pop,0.211,0.539,-21.47,79.53,0.267,176533,24,882670,USA,Free,Debit Card,0.0
2642,Song_2642,Artist_131,Pop,0.868,0.526,-13.76,152.08,0.246,228873,87,1460592,Australia,Free,Debit Card,0.0
2643,Song_2643,Artist_169,Rock,0.384,0.793,-16.47,167.28,0.322,134206,67,1978344,Spain,Premium,Debit Card,5.5
2644,Song_2644,Artist_134,Indie,0.747,0.336,-21.49,140.14,0.828,282590,36,1375254,Spain,Premium,PayPal,7.2
2645,Song_2645,Artist_25,Jazz,0.808,0.464,-5.45,184.98,0.74,252270,14,1791819,Germany,Free,PayPal,0.0
2646,Song_2646,Artist_141,Rock,0.844,0.375,-3.2,98.78,0.663,288136,68,579313,Germany,Free,Apple Pay,0.0
2647,Song_2647,Artist_117,R&B,0.944,0.48,-12.49,93.9,0.461,299816,44,1923049,France,Free,PayPal,0.0
2648,Song_2648,Artist_136,Country,0.421,0.38,-7.96,181.74,0.507,198566,48,1674750,France,Premium,PayPal,8.82
2649,Song_2649,Artist_149,Rock,0.733,0.652,-6.1,147.56,0.29,242874,32,1706436,Canada,Free,Credit Card,0.0
2650,Song_2650,Artist_196,R&B,0.287,0.823,-9.58,60.2,0.117,271649,84,41887,France,Free,Apple Pay,0.0
2651,Song_2651,Artist_25,Classical,0.505,0.814,-24.03,109.44,0.348,299302,17,510842,USA,Premium,Apple Pay,5.97
2652,Song_2652,Artist_79,Latin,0.836,0.484,-21.53,180.1,0.496,281320,93,1407373,Spain,Free,Credit Card,0.0
2653,Song_2653,Artist_68,Electronic,0.476,0.971,-23.44,63.82,0.102,227787,57,657174,Canada,Free,Debit Card,0.0
2654,Song_2654,Artist_173,Electronic,0.643,0.663,-24.78,60.45,0.129,124934,39,632379,Australia,Free,Credit Card,0.0
2655,Song_2655,Artist_188,Hip-Hop,0.578,0.512,-18.27,99.38,0.287,275999,32,1195187,Brazil,Premium,Credit Card,10.28
2656,Song_2656,Artist_12,Jazz,0.684,0.852,-16.37,187.96,0.38,241298,68,825266,France,Premium,Credit Card,4.38
2657,Song_2657,Artist_32,Country,0.93,0.769,-19.7,186.21,0.404,145877,88,864155,India,Premium,PayPal,4.73
2658,Song_2658,Artist_128,Latin,0.242,0.784,-23.58,132.63,0.156,139471,2,185059,Japan,Free,Credit Card,0.0
2659,Song_2659,Artist_96,Latin,0.63,0.353,-13.34,137.45,0.253,289913,78,907032,USA,Premium,Google Pay,6.13
2660,Song_2660,Artist_92,Classical,0.847,0.565,-18.99,106.48,0.285,125853,42,1055662,France,Premium,Credit Card,6.92
2661,Song_2661,Artist_141,Rock,0.561,0.872,-7.49,94.12,0.111,156018,38,1547390,Brazil,Free,Debit Card,0.0
2662,Song_2662,Artist_31,Jazz,0.259,0.593,-24.82,174.13,0.343,178501,55,1323230,USA,Premium,Debit Card,3.63
2663,Song_2663,Artist_78,Pop,0.62,0.733,-6.46,74.88,0.115,120257,55,998169,Spain,Premium,Debit Card,4.51
2664,Song_2664,Artist_20,Latin,0.449,0.659,-4.0,128.23,0.683,235169,34,1870840,Spain,Premium,Credit Card,5.66
2665,Song_2665,Artist_146,R&B,0.316,0.857,-9.25,148.82,0.397,280743,46,707863,Canada,Premium,Apple Pay,10.95
2666,Song_2666,Artist_60,Pop,0.837,0.422,-8.86,74.52,0.344,255802,43,1063776,Spain,Premium,Debit Card,6.64
2667,Song_2667,Artist_191,Hip-Hop,0.591,0.649,-4.46,132.74,0.164,131305,2,944617,France,Premium,Credit Card,5.27
2668,Song_2668,Artist_134,Rock,0.9,0.296,-20.4,140.85,0.254,301620,36,1417388,Australia,Free,Debit Card,0.0
2669,Song_2669,Artist_160,Rock,0.805,0.738,-3.12,163.95,0.259,283188,70,1604005,UK,Premium,PayPal,3.27
2670,Song_2670,Artist_93,Country,0.72,0.771,-7.98,92.88,0.937,240761,36,624956,UK,Premium,PayPal,9.98
2671,Song_2671,Artist_43,Latin,0.204,0.233,-9.02,101.07,0.802,208979,22,503540,Germany,Free,Credit Card,0.0
2672,Song_2672,Artist_130,Classical,0.521,0.727,-17.06,139.73,0.064,273911,69,772132,USA,Free,Debit Card,0.0
2673,Song_2673,Artist_60,Indie,0.348,0.523,-12.99,197.64,0.605,130818,38,1918194,Australia,Free,Debit Card,0.0
2674,Song_2674,Artist_151,Indie,0.883,0.297,-10.61,90.45,0.28,126202,54,1718344,Brazil,Premium,Google Pay,6.64
2675,Song_2675,Artist_31,Electronic,0.331,0.528,-11.35,198.03,0.144,158946,22,14594,France,Premium,Debit Card,4.42
2676,Song_2676,Artist_5,R&B,0.415,0.352,-9.49,160.01,0.685,137031,75,1485022,UK,Free,Apple Pay,0.0
2677,Song_2677,Artist_162,Pop,0.588,0.524,-23.19,175.65,0.168,264370,31,1188874,Brazil,Free,PayPal,0.0
2678,Song_2678,Artist_10,Hip-Hop,0.398,0.5,-17.18,72.55,0.449,246705,53,33212,Spain,Premium,Debit Card,8.4
2679,Song_2679,Artist_89,Electronic,0.357,0.776,-15.45,102.06,0.619,316383,93,787499,Spain,Premium,Apple Pay,4.54
2680,Song_2680,Artist_130,Rock,0.649,0.804,-19.27,68.08,0.549,310684,59,476324,UK,Free,Credit Card,0.0
2681,Song_2681,Artist_126,Pop,0.267,0.673,-21.2,112.02,0.93,232212,97,1037328,UK,Free,PayPal,0.0
2682,Song_2682,Artist_11,Jazz,0.244,0.218,-21.94,197.38,0.757,281914,86,570951,Brazil,Premium,Credit Card,3.35
2683,Song_2683,Artist_178,Latin,0.479,0.926,-16.94,74.74,0.747,311170,49,1885842,India,Free,Debit Card,0.0
2684,Song_2684,Artist_159,Hip-Hop,0.74,0.735,-14.14,138.73,0.37,272438,27,800664,USA,Free,Credit Card,0.0
2685,Song_2685,Artist_56,Jazz,0.616,0.227,-23.61,60.85,0.058,221890,72,1388402,USA,Premium,PayPal,3.34
2686,Song_2686,Artist_83,Classical,0.517,0.839,-4.18,159.78,0.711,213496,57,1740842,Brazil,Premium,Credit Card,11.69
2687,Song_2687,Artist_137,Latin,0.624,0.356,-8.16,87.61,0.95,275129,6,1882010,India,Free,Credit Card,0.0
2688,Song_2688,Artist_99,Pop,0.474,0.652,-8.92,78.14,0.415,257152,46,829723,Spain,Premium,Credit Card,10.07
2689,Song_2689,Artist_149,Latin,0.902,0.564,-21.2,107.18,0.937,235446,25,1708126,India,Premium,Apple Pay,8.63
2690,Song_2690,Artist_73,Electronic,0.241,0.527,-11.72,167.95,0.178,151942,98,362300,India,Free,Apple Pay,0.0
